sub_id,trial,txt,img
A1YW7H9U84E80N,7,It looks like some apocalyptic scene or chernobyl perhaps,15
A1YW7H9U84E80N,8,I can't imagine the occupants survived this horrible accident.,19
A1YW7H9U84E80N,9,It looks like the scene at the end of goodfellas,9
A1YW7H9U84E80N,10,It looks like she's suffered a terrible beating from someone,5
A1YW7H9U84E80N,11,She looks like she's suffered a terrible attack,6
A1YW7H9U84E80N,12,The children look destitute and starving.,18
A1YW7H9U84E80N,13,It looks like a heroin addict phased out,2
A1YW7H9U84E80N,14,It appears to be some horrific burial,16
A1YW7H9U84E80N,15,I hope they survived the fire but they look lifel,20
A1YW7H9U84E80N,16,It looks like most of them survived the crash,14
A1YW7H9U84E80N,17,It looks like he was nearly decapitated,17
A1YW7H9U84E80N,18,It looks like the T-1000 from terminator riding a bike,12
A1YW7H9U84E80N,19,Typical scene from a boxing movie,11
A1YW7H9U84E80N,20,It looks like he is doing that on purpose.,13
A1Z2ZGPJRGG0G3,1,looks like a tiny newborn who is yawning. I feel,1
A1Z2ZGPJRGG0G3,2,looks like this man is trying to kidnap a lady. distressing!,10
A1Z2ZGPJRGG0G3,3,people just survived an airplane crash so terrifying,14
A1Z2ZGPJRGG0G3,4,this looks painful. not sure if he did this on purpose or is being tortured.,13
A1Z2ZGPJRGG0G3,5,looks like someone is tripping on acid. They look scared.,3
A1Z2ZGPJRGG0G3,6,this woman is being rescued or she may already be dead,20
A1Z2ZGPJRGG0G3,7,I wonder who is beating her. Probably an abusive husband or boyfriend.,5
A1Z2ZGPJRGG0G3,8,this makes me sad and reminds me of my past. and my boyfriend's past.,2
A1Z2ZGPJRGG0G3,9,looks like a punk with a gun. just grossed out by this.,9
A1Z2ZGPJRGG0G3,10,so sad and terrfying. This person is trying to escape a fire but he/she is on,12
A1Z2ZGPJRGG0G3,11,"someone got killed, probably hit by a car.",17
A1Z2ZGPJRGG0G3,12,someone has hurt this person and she is sad and in pain.,6
A1Z2ZGPJRGG0G3,13,this looks like a very bad wreck. probably people died.,19
A1Z2ZGPJRGG0G3,14,this is a close up of something but I don't know what.,4
A1Z2ZGPJRGG0G3,15,boxer took a blow. I don't know why people do this.,11
A1Z2ZGPJRGG0G3,16,I think they are somewhere very hot and dangerous.,15
A1Z2ZGPJRGG0G3,17,"sad. man burying someone, probably his friend.",16
A1Z2ZGPJRGG0G3,18,looks like he's been fighting someone. maybe got hit on the head. the head bleeds a lot.,8
A1Z2ZGPJRGG0G3,19,little boys that are probably poor or just playing in the dirt.,18
A1Z2ZGPJRGG0G3,20,this child looks like they were injured due to war.,7
A1Z5NE2EYZ6QOT,1,serious fight they have gloves so boxing but still intense,11
A1Z5NE2EYZ6QOT,2,she was hurt in some way poor thing but at least shes recovering,5
A1Z5NE2EYZ6QOT,3,terrible people get addicted and waste their lives,2
A1Z5NE2EYZ6QOT,4,hits me hard my whole family are firefighters i feel for the person the,20
A1Z5NE2EYZ6QOT,5,the pole through lip and his face is yuck it could be a riteual but,13
A1Z5NE2EYZ6QOT,6,this give me book cover vibes,3
A1Z5NE2EYZ6QOT,7,terrible and painful for everyone involved from vic to first resp,19
A1Z5NE2EYZ6QOT,8,poor child my tum turns at seeing this any child hurt is awful,7
A1Z5NE2EYZ6QOT,9,looks like a stunt man pulling off a trick if he did it pretty cool.,12
A1Z5NE2EYZ6QOT,10,i dont have much emotion other than,9
A1Z5NE2EYZ6QOT,11,a baby getting a bath a wee bit small but alive,1
A1Z5NE2EYZ6QOT,12,wartime burial i assume at least he is being bur,16
A1Z5NE2EYZ6QOT,13,this is a bit scary fire and masks on something is n,15
A1Z5NE2EYZ6QOT,14,the anger in his face could be so many things but its his anger that gets me,8
A1Z5NE2EYZ6QOT,15,eyes were crying but they also look like infection... maybe something else sorry for them,4
A1Z5NE2EYZ6QOT,16,killed on the side with no one and people just looking now no care hate this,17
A1Z5NE2EYZ6QOT,17,bad plane crash great some people survived but the mental pain for them will be tough,14
A1Z5NE2EYZ6QOT,18,child workers it might be sad for them to loose childhood and worked so hard,18
A1Z5NE2EYZ6QOT,19,woman be kidnapped or assulted the fear that has and trauma is terr,10
A1Z5NE2EYZ6QOT,20,thats a bad accident or abuse super bad the pain in her eyes,6
A1ZC1ZWZ05XYUD,1,Eyes look like they hurt and are infected.,4
A1ZC1ZWZ05XYUD,2,domestic violence victim,5
A1ZC1ZWZ05XYUD,3,looks like a scene from Rocky,11
A1ZC1ZWZ05XYUD,4,child labor in coal mine,18
A1ZC1ZWZ05XYUD,5,stunt man,12
A1ZC1ZWZ05XYUD,6,"a burial, war time?",16
A1ZC1ZWZ05XYUD,7,forest fire or contamination?,15
A1ZC1ZWZ05XYUD,8,looks like a scene from a movie,9
A1ZC1ZWZ05XYUD,9,really bad car accident,19
A1ZC1ZWZ05XYUD,10,child hurt/burned,7
A1ZC1ZWZ05XYUD,11,a man shot or beaten to death on street,17
A1ZC1ZWZ05XYUD,12,firemen rescuing woman from burning building,20
A1ZC1ZWZ05XYUD,13,kidnapping?,10
A1ZC1ZWZ05XYUD,14,survivors of a plane crash,14
A1ZC1ZWZ05XYUD,15,self piercing? impalled?,13
A1ZC1ZWZ05XYUD,16,heroin addict,2
A1ZC1ZWZ05XYUD,17,movie? concert? hallucinating?,3
A1ZC1ZWZ05XYUD,18,a woman abused and seriously injured,6
A1ZC1ZWZ05XYUD,19,premature infant being washed,1
A1ZC1ZWZ05XYUD,20,a man who was attacked/in a fight,8
A1ZE87WEYCA44A,1,This is gross and seems sickly.,4
A1ZE87WEYCA44A,2,This person appears beaten.,5
A1ZE87WEYCA44A,3,This is very violent,11
A1ZE87WEYCA44A,4,This children live in poverty.,18
A1ZE87WEYCA44A,5,This looks like a stunt.,12
A1ZE87WEYCA44A,6,This looks like a murder.,16
A1ZE87WEYCA44A,7,This looks like toxic cleaning,15
A1ZE87WEYCA44A,8,This looks like a movie poster.,9
A1ZE87WEYCA44A,9,This is a horrible accident.,19
A1ZE87WEYCA44A,10,This is a child in pain.,7
A1ZE87WEYCA44A,11,A horrible scene.,17
A1ZE87WEYCA44A,12,Very scary to see this.,20
A1ZE87WEYCA44A,13,A moment of resistance.,10
A1ZE87WEYCA44A,14,A horrible crash,14
A1ZE87WEYCA44A,15,This is weird and primitive.,13
A1ZE87WEYCA44A,16,A depressing scene of addiction,2
A1ZE87WEYCA44A,17,This is fearful.,3
A1ZE87WEYCA44A,18,This is an abused woman,6
A1ZE87WEYCA44A,19,A helpless newborn bathing.,1
A1ZE87WEYCA44A,20,Looks like a serious injury,8
A1ZLR6WXLCXRRO,1,it would be so scary to witness that accident and I hop the people are ok,19
A1ZLR6WXLCXRRO,2,I hope that it wasn't a person that did that to her and if it was I hope he looks a lot worse than she does,5
A1ZLR6WXLCXRRO,3,"That would be terrifying to be involved in, I hope that she is ok",20
A1ZLR6WXLCXRRO,4,that is so horrible to have to see and people are just looking like it is no big deal,17
A1ZLR6WXLCXRRO,5,"I wonder what happened to her, I bet she is in a lot of pain",6
A1ZLR6WXLCXRRO,6,I hope those kids know where their parents are and that they aren't hurt and can take care,18
A1ZLR6WXLCXRRO,7,"ow, that is so gross",13
A1ZLR6WXLCXRRO,8,"it is so sad when children are the victims of adults fighting, they deserve a good childhood",7
A1ZLR6WXLCXRRO,9,I hope this guy has some kind of support group and can get some help,2
A1ZLR6WXLCXRRO,10,I hope this isn't a drug deal gone bad and his family is looking for him,16
A1ZLR6WXLCXRRO,11,this looks like a kidnapping and could be a scary situation,10
A1ZLR6WXLCXRRO,13,this looks like a scene from a horror film,3
A1ZLR6WXLCXRRO,14,"This looks like a stunt for a movie, it is very interesting to look at",12
A1ZLR6WXLCXRRO,15,this is scary to think about happening,9
A1ZLR6WXLCXRRO,16,"wow, I hope that no one was hurt and that they can get over the trauma and fear this would cause",14
A1ZLR6WXLCXRRO,17,"this is ver ydisturbing and I wonder how old this tiny baby is, it's hard to look",1
A1ZLR6WXLCXRRO,18,this looks like a scene from an apocalypse movie,15
A1ZLR6WXLCXRRO,19,this man looks sad and I hope he is getting medical help,4
A1ZLR6WXLCXRRO,20,I wonder if this is some kind of protest that he was injured in,8
A1ZQHBEBEPMY51,1,i think she looks frghtened,10
A1ZQHBEBEPMY51,2,he looks like he may be on drugs i think,2
A1ZQHBEBEPMY51,3,this looks devatstating!,20
A1ZQHBEBEPMY51,4,being tortured,11
A1ZQHBEBEPMY51,5,children who were burned,18
A1ZQHBEBEPMY51,6,fire burning out of control with fire fighters dying,15
A1ZQHBEBEPMY51,7,person in a sci-fi movie,3
A1ZQHBEBEPMY51,8,mafia man who was just hit,8
A1ZQHBEBEPMY51,9,woman being suffocated,7
A1ZQHBEBEPMY51,10,boy being burned alive,12
A1ZQHBEBEPMY51,11,I feel the despair his,6
A1ZQHBEBEPMY51,12,heartbroken.  devastated by this image.,1
A1ZQHBEBEPMY51,13,man about to execute someone,9
A1ZQHBEBEPMY51,14,being tortured - very sad,13
A1ZQHBEBEPMY51,15,drowning or flooding,16
A1ZQHBEBEPMY51,16,person murdered and crowd watching him die,17
A1ZQHBEBEPMY51,17,deadly car accident,19
A1ZQHBEBEPMY51,18,woman who was in a domestic dispute - beaten,5
A1ZQHBEBEPMY51,19,man suffering unknown facial trauma,4
A1ZQHBEBEPMY51,20,awful plane crash with injured victims,14
A1ZTIJRWGF7WM5,1,She is a survivor.,5
A1ZTIJRWGF7WM5,3,Bet they had a fun time getting dirty.,18
A1ZTIJRWGF7WM5,4,"what a horrible crash, there are survivors",19
A1ZTIJRWGF7WM5,5,People are taking care of the little ones,7
A1ZTIJRWGF7WM5,6,"Boxing is a tough sport, especially on the face.",11
A1ZTIJRWGF7WM5,7,This is the photo before surgery o,4
A1ZTIJRWGF7WM5,8,They are safely getting the fire under control.,15
A1ZTIJRWGF7WM5,9,"The pilot and crew safely landed this plane, all s",14
A1ZTIJRWGF7WM5,10,They saved the oc,20
A1ZTIJRWGF7WM5,11,Sweet baby getting a bath.,1
A1ZTIJRWGF7WM5,12,Some cultures think body piercing is attracti,13
A1ZTIJRWGF7WM5,13,Looks like a bike crash,17
A1ZTIJRWGF7WM5,14,She didn't want to go to the,10
A1ZTIJRWGF7WM5,15,She is a survivor,6
A1ZTIJRWGF7WM5,16,I don't think that is his blood.,8
A1ZTIJRWGF7WM5,17,This is a bit uns,16
A1ZTIJRWGF7WM5,18,what a great stunt to ride through fire.,12
A1ZTIJRWGF7WM5,19,"This gun is not loaded, but I still don't like it pointed at me.",9
A1ZTIJRWGF7WM5,20,He is quite the dramatic screamer.,3
A1ZXJPC4PKEGTP,1,so sad this looks exhausting,20
A1ZXJPC4PKEGTP,2,this looks like it hurts why?,13
A1ZXJPC4PKEGTP,3,omg this see bad,8
A1ZXJPC4PKEGTP,4,this looks horrible bo,14
A1ZXJPC4PKEGTP,5,horrible murder,17
A1ZXJPC4PKEGTP,6,"abuse is never ok , i feel bad for her",5
A1ZXJPC4PKEGTP,7,boxing match blows  raw,11
A1ZXJPC4PKEGTP,8,wild fires,15
A1ZXJPC4PKEGTP,9,car looks bad,19
A1ZXJPC4PKEGTP,10,"is he fighting with her , kidnapping",10
A1ZXJPC4PKEGTP,11,coal miner children,18
A1ZXJPC4PKEGTP,12,she has been in a bad fight and smoking,6
A1ZXJPC4PKEGTP,13,poor baby hurt in a fire,7
A1ZXJPC4PKEGTP,14,no to guns and violence,9
A1ZXJPC4PKEGTP,15,movie pic for a horror story it seems,3
A1ZXJPC4PKEGTP,16,drug use this is so sad,2
A1ZXJPC4PKEGTP,17,omg this is awful,16
A1ZXJPC4PKEGTP,18,eye disease or skin,4
A1ZXJPC4PKEGTP,19,preemie awww so strong too,1
A1ZXJPC4PKEGTP,20,movie stunt wow!,12
A202BACMRH2JRQ,1,I think the thing in the nose is gross.,1
A202BACMRH2JRQ,2,I feel scared looking that this.,9
A202BACMRH2JRQ,3,It looks gruesome. I would hate to be them,19
A202BACMRH2JRQ,4,it's gross and I worry for other people involved.,8
A202BACMRH2JRQ,5,I feel bad for the wildlife,15
A202BACMRH2JRQ,6,go my god! that is horrible for that guy!,12
A202BACMRH2JRQ,7,"I hope that lady is ok, she looks passed out.",20
A202BACMRH2JRQ,8,"ouch, that looks like it hurt",13
A202BACMRH2JRQ,9,ouch that's a lot of cuts,6
A202BACMRH2JRQ,10,"that's scary, she's getting kidnapped!",10
A202BACMRH2JRQ,11,I feel sad for the kids who have to live in this environment,18
A202BACMRH2JRQ,12,"He looks very sad,",4
A202BACMRH2JRQ,13,"wow, I feel so bad for that kid. I hope he recovers",7
A202BACMRH2JRQ,14,"I feel bad for her, she must have a abu",5
A202BACMRH2JRQ,15,"oh wow, that's gross and I think he died",17
A202BACMRH2JRQ,16,"I think he killed that guy and is covering it up, wow",16
A202BACMRH2JRQ,17,"scary, futuristic. I feel",3
A202BACMRH2JRQ,18,"wow I hope everyone is ok, maybe some are not and I feel bad",14
A202BACMRH2JRQ,19,"I don't feel bad for him, its gross",2
A202BACMRH2JRQ,20,"ew his eye, its very gross and I fell bad for him",11
A205N2LYF7T1LM,1,This makes me feel sad.  I have always had a fear of fire and this woman does not loo,20
A205N2LYF7T1LM,2,Poor baby. I assume this happened in another country as the wound care isn't usual - it,7
A205N2LYF7T1LM,3,"This is awful.  I imagine he was shot to produce all that blood? Just sad, a",17
A205N2LYF7T1LM,4,"This one doesn't hit too hard as I worked for a personal injury firm and have seen many photos like this.  It is sad and scary though,",19
A205N2LYF7T1LM,5,This makes me angry more than anything because there is no way that occurred naturally.  We are destroying our planet,15
A205N2LYF7T1LM,6,"This feels like a cheesy movie, but if it is real then it is a sad situation, loss of life and clear poverty.",16
A205N2LYF7T1LM,7,OUCH - this has to be some form of punishment or status symbol - like the African neck rings.,13
A205N2LYF7T1LM,8,It's sad that these kids look like this isn't the first time they have seen something like this.,18
A205N2LYF7T1LM,9,In its own way it is actually adorable. It's a little miracle in a tiny tub.,1
A205N2LYF7T1LM,10,This is awful. Clearly multiple injuries in different states of healing so this woman is repeatedly abused by s,5
A205N2LYF7T1LM,11,That looks so extremely painful!! It looks like she was attacked - defensive,6
A205N2LYF7T1LM,12,This looks like one of those training exercises where they teach  you how to not get taken.,10
A205N2LYF7T1LM,13,This feels like it has to be a stunt or movie.  Look at the gloves.  I don't feel anything negative.,12
A205N2LYF7T1LM,14,I'm pretty sure this is from Rocky.  Or at least something similar. I don't like these movies but I am not emotionally upset,11
A205N2LYF7T1LM,15,"This makes me feel a little sad.  But it seems like an illness, not an emotional thing.",4
A205N2LYF7T1LM,16,This looks like a halloween costume and does not make me feel anything.,8
A205N2LYF7T1LM,17,Now THIS is sad.  Addiction is horrifying and has taken many people from me,2
A205N2LYF7T1LM,18,"Wow, luckily it seems this was not a crash and I imagine most everyone survived.",14
A205N2LYF7T1LM,19,"This definitely looks and feels not real, like out of a  movie. It just doesn't look genuine.",3
A205N2LYF7T1LM,20,This definitely  is some kind of anti crime ad or something. No emotion at all.,9
A206MIGUB7AZKQ,1,I feel bad for this man.,2
A206MIGUB7AZKQ,2,Appears the women has been hurt. I hope she gets the help she needs.,5
A206MIGUB7AZKQ,3,Looks like the man is yelling.,3
A206MIGUB7AZKQ,4,Appears the women is being kidnapped.,10
A206MIGUB7AZKQ,5,Something bad happened to this man. He is bleeding.,11
A206MIGUB7AZKQ,6,The people have escaped the plane.,14
A206MIGUB7AZKQ,7,They appear to be sad.,4
A206MIGUB7AZKQ,8,A baby is born!,1
A206MIGUB7AZKQ,9,The man has been in an accident.,17
A206MIGUB7AZKQ,10,This man has been brutally attacked. This is sick.,13
A206MIGUB7AZKQ,11,They are putting out the fire,15
A206MIGUB7AZKQ,12,Someone riding through flames,12
A206MIGUB7AZKQ,13,Someone is burying a dead person.,16
A206MIGUB7AZKQ,14,Someone hurt during a riot.,8
A206MIGUB7AZKQ,15,Someone being rescued from a horrible fire,20
A206MIGUB7AZKQ,16,Lost sad children. Looks like they been through tram,18
A206MIGUB7AZKQ,17,Poor baby. They have been hurt badly.,7
A206MIGUB7AZKQ,18,Bad car accident.,19
A206MIGUB7AZKQ,19,Someone holding a gun.,9
A206MIGUB7AZKQ,20,A person who has been badly hurt.,6
A20EMWOL4J7X81,1,He is trying to leave but he needs help form t,10
A20EMWOL4J7X81,2,They are waiting for their father to get off of work from the factory,18
A20EMWOL4J7X81,3,This person is doing a stunt and has trained for this,12
A20EMWOL4J7X81,4,He is an actor in a play or movie with blood on him,8
A20EMWOL4J7X81,5,Bodies are uncovered in the woods,16
A20EMWOL4J7X81,6,A man is barely winning his boxing match,11
A20EMWOL4J7X81,7,A staged car crash to scare students about drunk driving,19
A20EMWOL4J7X81,8,A man is crying because he held his grandson for the first time,4
A20EMWOL4J7X81,9,Everyone survived the plane crash,14
A20EMWOL4J7X81,10,The woman recovered in the hospital,20
A20EMWOL4J7X81,11,The facial surgery has gone well and has healed!,7
A20EMWOL4J7X81,12,This man has beaten a lifetime of addiction,6
A20EMWOL4J7X81,13,The man was a bad man and got what he deserved,17
A20EMWOL4J7X81,14,A man practices trigger discipline,9
A20EMWOL4J7X81,15,The man rethought and decided not to inject and beat his addiction,2
A20EMWOL4J7X81,16,The military weapons test was a success,15
A20EMWOL4J7X81,17,The baby was born premature but alive and well,1
A20EMWOL4J7X81,18,The man is in a haunted house and is enjoying it,3
A20EMWOL4J7X81,19,He did this for initiation into the tribe and is happy to do so,13
A20EMWOL4J7X81,20,A woman overcomes domestic abuse to be a leader in the community,5
A20K99JZE0L8HU,1,its disgusting. Im not a fan o,8
A20K99JZE0L8HU,2,I think it looks bad.,11
A20K99JZE0L8HU,3,I feel bad for this kid. this is sad. I hope they are ok,7
A20K99JZE0L8HU,4,I feel intimidated by this one,9
A20K99JZE0L8HU,5,This is a little bit disturbing. is it a punishment?,13
A20K99JZE0L8HU,6,He looks like he has hit the bottom,2
A20K99JZE0L8HU,7,it looks like hes just digging a hole,16
A20K99JZE0L8HU,8,I hope everyone is ok from the crash,14
A20K99JZE0L8HU,9,It looks warm there,15
A20K99JZE0L8HU,10,they look sad,4
A20K99JZE0L8HU,11,it looks harrowing.,20
A20K99JZE0L8HU,12,I hope they are ok,1
A20K99JZE0L8HU,13,it looks like a movie scene,12
A20K99JZE0L8HU,14,it is not a great scene,17
A20K99JZE0L8HU,15,it looks like she got punched,5
A20K99JZE0L8HU,16,it looks like hes dancing,3
A20K99JZE0L8HU,17,it looks like a fight,10
A20K99JZE0L8HU,18,it looks like a crash,19
A20K99JZE0L8HU,19,they look dusty,18
A20K99JZE0L8HU,20,she must have been boxing,6
A20TOOYZRH6KUZ,1,I don't know what to sa,17
A20TOOYZRH6KUZ,2,This is just a jump scare thing,9
A20TOOYZRH6KUZ,3,That's quite a piercing.,13
A20TOOYZRH6KUZ,4,I just wonder what happened.,5
A20TOOYZRH6KUZ,5,ouch,6
A20TOOYZRH6KUZ,6,"Aww, so smal",1
A20TOOYZRH6KUZ,7,"Well, he's having a bad day",8
A20TOOYZRH6KUZ,8,Is this a training exercise? Self-defense?,10
A20TOOYZRH6KUZ,9,Is this a movie? What is happening here?,3
A20TOOYZRH6KUZ,10,"That's not good,",4
A20TOOYZRH6KUZ,11,They need a bath,18
A20TOOYZRH6KUZ,12,"Wow, a lot of survivors",14
A20TOOYZRH6KUZ,13,What a respectable job to,20
A20TOOYZRH6KUZ,14,Is,16
A20TOOYZRH6KUZ,15,So many people,2
A20TOOYZRH6KUZ,16,I don't understand boxing personally.,11
A20TOOYZRH6KUZ,17,Sutnt person,12
A20TOOYZRH6KUZ,18,My brother,19
A20TOOYZRH6KUZ,19,"Aww, poor thing",7
A20TOOYZRH6KUZ,20,They are so brave,15
A20YGFCRNDTD6,1,They are putting out a fire to save animals.,15
A20YGFCRNDTD6,2,The guy is ending his suffering and deserves to die peacefully,2
A20YGFCRNDTD6,3,The guy is stretching his mouth for a new peircing,13
A20YGFCRNDTD6,4,The lady is having an allergic reaction,5
A20YGFCRNDTD6,5,Playing in mud is fun,18
A20YGFCRNDTD6,6,The guy was saving someones life and got bloody,8
A20YGFCRNDTD6,7,The firemen are saving a life.,20
A20YGFCRNDTD6,8,The man is playing a prank,17
A20YGFCRNDTD6,9,The driver may have been saved by fireman.,19
A20YGFCRNDTD6,10,Hoping he wearing a flame retarded suit.,12
A20YGFCRNDTD6,11,This is a scene from a movie,3
A20YGFCRNDTD6,12,The woman painted her face.,6
A20YGFCRNDTD6,13,The guy made a lot of money in this fight so it's worth it.,11
A20YGFCRNDTD6,14,All the people survived the landing,14
A20YGFCRNDTD6,15,It's a prop gun in a movie. He's not going to sho,9
A20YGFCRNDTD6,16,Grandma put her drops in her eyes to make them better.,4
A20YGFCRNDTD6,17,So little and strong.,1
A20YGFCRNDTD6,18,A child had surgery to save their life and is bandaged from it,7
A20YGFCRNDTD6,19,Having a funeral for a person.,16
A20YGFCRNDTD6,20,a man is helping her from falling back,10
A212E2RN3I6A2O,1,Looks like a movie.. A guy screaming in a bubble and can't get out... he's done for,3
A212E2RN3I6A2O,2,Dang.. That looks terrible.. wow...,19
A212E2RN3I6A2O,3,Should've chose a difference sport champ... Boxing isn't it for you,11
A212E2RN3I6A2O,4,Wow... No coffin or nothing.  That's pretty disturi,16
A212E2RN3I6A2O,5,That dude is hero... Hope she's alive..,20
A212E2RN3I6A2O,6,Definitely lost the fight.. Hopefully she got licks in,5
A212E2RN3I6A2O,7,I almost thought of the Joker movie.. don't know what's going on here,6
A212E2RN3I6A2O,8,Thats a hot scene... Might wanna leave,15
A212E2RN3I6A2O,9,That does not look fun.. Not sure if it's punishment or culture,13
A212E2RN3I6A2O,10,Definitely an overdose... Dang dude..,2
A212E2RN3I6A2O,11,That looks like folks survived.. but some di,14
A212E2RN3I6A2O,12,Bro definitely got somebody,8
A212E2RN3I6A2O,13,Better not move... quick do that move you saw on the internet,9
A212E2RN3I6A2O,14,Looks like a premature baby.. aweee,1
A212E2RN3I6A2O,15,Esshhh... back up dude,4
A212E2RN3I6A2O,16,Don't do it pup... Somebody blew his brains out,17
A212E2RN3I6A2O,17,Child labor laws.  Coal mines.. really,18
A212E2RN3I6A2O,18,Dang.. poor kid,7
A212E2RN3I6A2O,19,No way that's real.  That is crazy,12
A212E2RN3I6A2O,20,"If it were real snatch, doubt it would be photoed",10
A212P9LUF0URRZ,1,"I kind of feel bad that the baby is being washed in a small bowl, it looks tiny.",1
A212P9LUF0URRZ,2,"Oh jesus, that's awful. Why are they just looking at a dead person.",17
A212P9LUF0URRZ,3,This is sad but hopefully the woman can be saved and will live.,20
A212P9LUF0URRZ,4,Well that's unfortunate. Woof. Not sure theyll live,12
A212P9LUF0URRZ,5,"Yikes, that's awful. Bad car wrecks are scary to see.",19
A212P9LUF0URRZ,6,Bad wound while fighting. Happens a lot though,11
A212P9LUF0URRZ,7,Is this from a movie? IDK I don't like guns but things like this don't scare me because of movies,9
A212P9LUF0URRZ,8,"Yuck, heck no, how is that not painful. Must be a cultural thing",13
A212P9LUF0URRZ,9,"Aw, poor thing. Makes me mad at whoever beat her up.",5
A212P9LUF0URRZ,10,Dude taking drugs. Makes me sad but I've seen it before.,2
A212P9LUF0URRZ,11,"Ugh, that's awful. Not clear if its's a good burial or a bad burial",16
A212P9LUF0URRZ,12,That's sad but it looks like most everybody made it off safely,14
A212P9LUF0URRZ,13,"Kind of gross, sad for the man and whatever condition this is",4
A212P9LUF0URRZ,14,"Not haooy, it looks like they;re fighting or she's being abducted, unsure",10
A212P9LUF0URRZ,15,"It's a cool photo, hopefully these people stay safe and can help",15
A212P9LUF0URRZ,16,Aw that's sad. I wonder what happened to her,6
A212P9LUF0URRZ,17,"Aw, I really hate seeing children hurt. Truly the worst for me.",7
A212P9LUF0URRZ,18,I'm really sad that people live in aras like this because they're poor. Dumb factories,18
A212P9LUF0URRZ,19,Is he stuck? Looks like it could be from a movie,3
A212P9LUF0URRZ,20,"Geez, looks like somebody hit him hard.",8
A214SYJ4S05Y2A,2,winning the race in  a fiery finish.,12
A214SYJ4S05Y2A,3,I cant take it anymore,3
A214SYJ4S05Y2A,5,now I can get a new car,19
A214SYJ4S05Y2A,6,good mummy Halloween costume.,7
A214SYJ4S05Y2A,7,this insulin is so expensive,2
A214SYJ4S05Y2A,8,how long do we have to wait to film the next scene?,6
A214SYJ4S05Y2A,9,I bet he wont call m,8
A214SYJ4S05Y2A,10,I know this smell.,17
A214SYJ4S05Y2A,11,bad make up artist to hire,5
A214SYJ4S05Y2A,12,I am posing for my future movie poster,9
A214SYJ4S05Y2A,13,This is going to make me miss my connection to Orlando,14
A214SYJ4S05Y2A,14,I,13
A214SYJ4S05Y2A,15,tough boxing match,11
A214SYJ4S05Y2A,16,kidnapping is in progress,10
A214SYJ4S05Y2A,18,I hate working this coal mine,18
A214SYJ4S05Y2A,19,here is your baby in a bucket. congrats.,1
A21D2BNXH3VXHW,1,The image is terrifying. Th,19
A21D2BNXH3VXHW,2,A forest fire is desceibed on this image.,15
A21D2BNXH3VXHW,3,A girl is kidnapped. This is bad.,10
A21D2BNXH3VXHW,4,This is absolute worst.,4
A21D2BNXH3VXHW,5,A man is showed on this image.,3
A21D2BNXH3VXHW,6,A woman is bad condition.,5
A21D2BNXH3VXHW,7,A man with blood.,6
A21D2BNXH3VXHW,8,Dog smelling the blood.,17
A21D2BNXH3VXHW,9,This is worst. Very bad.,13
A21D2BNXH3VXHW,10,This is bad.,8
A21D2BNXH3VXHW,11,This is bad.,16
A21D2BNXH3VXHW,12,This is great,20
A21D2BNXH3VXHW,13,This is about a plane crash.,14
A21D2BNXH3VXHW,14,This is good.,18
A21D2BNXH3VXHW,15,This is very bad.,7
A21D2BNXH3VXHW,16,This is very bad,1
A21D2BNXH3VXHW,17,Good,9
A21D2BNXH3VXHW,18,This is bad,11
A21D2BNXH3VXHW,19,This is bad,2
A21D2BNXH3VXHW,20,Terrifying,12
A21MMPDA95EEPB,1,This image is quite alarmng. t looks lke,15
A21MMPDA95EEPB,2,It has to be terrifyng to remove a body from a house.,20
A21MMPDA95EEPB,3,"I wonder why he is covered in blood. I hope he is okay,",8
A21MMPDA95EEPB,4,I hope that abuse was not the cause of her black eye,5
A21MMPDA95EEPB,5,What a horrible accident. I hope no one was badly injured,19
A21MMPDA95EEPB,6,Their eyes look pretty bad,4
A21MMPDA95EEPB,7,What a sweet tiny baby! I hope they are okay!,1
A21MMPDA95EEPB,8,I hope she is not beng forced into ths van! I wonder what is happenng,10
A21MMPDA95EEPB,9,This poor child! I hate whatever happened to them that causeed this,7
A21MMPDA95EEPB,10,Guns terify me. I would hate to actually be at the end of this,9
A21MMPDA95EEPB,11,Is someone being baried? What happened here??,16
A21MMPDA95EEPB,12,What a terrible image. I feel sad and frightened,17
A21MMPDA95EEPB,13,I wonder if these children have been displaced. This makes me sad,18
A21MMPDA95EEPB,14,This looks very panful. I know his recovery will be rough,11
A21MMPDA95EEPB,15,I hope this is a stunt double. Thoses flames are terrfying!!,12
A21MMPDA95EEPB,16,Was this done intentenally=Looks v,13
A21MMPDA95EEPB,17,This is my biggest fear!  hope everyone was okay!,14
A21MMPDA95EEPB,18,It looks lke he is trapped and afriad;  dont lke this,3
A21MMPDA95EEPB,19,Drugs are the worst. This picture makes me sad for him,2
A21MMPDA95EEPB,20,She looks to be n a great deal of pain!  hope not from abuse,6
A21PWJPVJK4PGD,1,that is a nice halloween costume,6
A21PWJPVJK4PGD,2,it will take awhile but she will heal from the burns,20
A21PWJPVJK4PGD,3,"nice pistol, maybe a 9mm?",9
A21PWJPVJK4PGD,4,poor lady looks like she has been hurt by someone,5
A21PWJPVJK4PGD,5,looks like everyone is okay just dazed,14
A21PWJPVJK4PGD,6,knocked out boxing,11
A21PWJPVJK4PGD,7,oh no poor fella has been hurt somehow,7
A21PWJPVJK4PGD,9,covid burial,16
