sub_id,trial,text,gpt_label
A20EMWOL4J7X81,13,The man was a bad man and got what he deserved,Non-reappraisal
A20EMWOL4J7X81,14,A man practices trigger discipline,Non-reappraisal
A20EMWOL4J7X81,15,The man rethought and decided not to inject and beat his addiction,Reappraisal
A20EMWOL4J7X81,16,The military weapons test was a success,Reappraisal
A20EMWOL4J7X81,17,The baby was born premature but alive and well,Reappraisal
A20EMWOL4J7X81,18,The man is in a haunted house and is enjoying it,Reappraisal
A20EMWOL4J7X81,19,He did this for initiation into the tribe and is happy to do so,Reappraisal
A20EMWOL4J7X81,20,A woman overcomes domestic abuse to be a leader in the community,Reappraisal
A20K99JZE0L8HU,1,its disgusting. Im not a fan o,Non-reappraisal
A20K99JZE0L8HU,2,I think it looks bad.,Non-reappraisal
A20K99JZE0L8HU,3,I feel bad for this kid. this is sad. I hope they are ok,Non-reappraisal
A20K99JZE0L8HU,4,I feel intimidated by this one,Non-reappraisal
A20K99JZE0L8HU,5,This is a little bit disturbing. is it a punishment?,Non-reappraisal
A20K99JZE0L8HU,6,He looks like he has hit the bottom,Non-reappraisal
A20K99JZE0L8HU,7,it looks like hes just digging a hole,Non-reappraisal
A20K99JZE0L8HU,8,I hope everyone is ok from the crash,Reappraisal
A20K99JZE0L8HU,9,It looks warm there,Reappraisal
A20K99JZE0L8HU,10,they look sad,Non-reappraisal
A20K99JZE0L8HU,11,it looks harrowing.,Non-reappraisal
A20K99JZE0L8HU,12,I hope they are ok,Reappraisal
A20K99JZE0L8HU,13,it looks like a movie scene,Reappraisal
A20K99JZE0L8HU,14,it is not a great scene,Non-reappraisal
A20K99JZE0L8HU,15,it looks like she got punched,Non-reappraisal
A20K99JZE0L8HU,16,it looks like hes dancing,Reappraisal
A20K99JZE0L8HU,17,it looks like a fight,Non-reappraisal
A20K99JZE0L8HU,18,it looks like a crash,Non-reappraisal
A20K99JZE0L8HU,19,they look dusty,Non-reappraisal
A20K99JZE0L8HU,20,she must have been boxing,Reappraisal
A20TOOYZRH6KUZ,1,I don't know what to sa,Non-reappraisal
A20TOOYZRH6KUZ,2,This is just a jump scare thing,Non-reappraisal
A20TOOYZRH6KUZ,3,That's quite a piercing.,Non-reappraisal
A20TOOYZRH6KUZ,4,I just wonder what happened.,Non-reappraisal
A20TOOYZRH6KUZ,5,ouch,Non-reappraisal
A20TOOYZRH6KUZ,6,"Aww, so smal",Non-reappraisal
A20TOOYZRH6KUZ,7,"Well, he's having a bad day",Reappraisal
A20TOOYZRH6KUZ,8,Is this a training exercise? Self-defense?,Reappraisal
A20TOOYZRH6KUZ,9,Is this a movie? What is happening here?,Reappraisal
A20TOOYZRH6KUZ,10,"That's not good,",Non-reappraisal
A20TOOYZRH6KUZ,11,They need a bath,Non-reappraisal
A20TOOYZRH6KUZ,12,"Wow, a lot of survivors",Reappraisal
A20TOOYZRH6KUZ,13,What a respectable job to,Reappraisal
A20TOOYZRH6KUZ,14,Is,Non-reappraisal
A20TOOYZRH6KUZ,15,So many people,Non-reappraisal
A20TOOYZRH6KUZ,16,I don't understand boxing personally.,Non-reappraisal
A20TOOYZRH6KUZ,17,Sutnt person,Reappraisal
A20TOOYZRH6KUZ,18,My brother,Non-reappraisal
A20TOOYZRH6KUZ,19,"Aww, poor thing",Non-reappraisal
A20TOOYZRH6KUZ,20,They are so brave,Reappraisal
A20YGFCRNDTD6,1,They are putting out a fire to save animals.,Reappraisal
A20YGFCRNDTD6,2,The guy is ending his suffering and deserves to die peacefully,Non-reappraisal
A20YGFCRNDTD6,3,The guy is stretching his mouth for a new peircing,Reappraisal
A20YGFCRNDTD6,4,The lady is having an allergic reaction,Reappraisal
A20YGFCRNDTD6,5,Playing in mud is fun,Reappraisal
A20YGFCRNDTD6,6,The guy was saving someones life and got bloody,Reappraisal
A20YGFCRNDTD6,7,The firemen are saving a life.,Reappraisal
A20YGFCRNDTD6,8,The man is playing a prank,Reappraisal
A20YGFCRNDTD6,9,The driver may have been saved by fireman.,Reappraisal
A20YGFCRNDTD6,10,Hoping he wearing a flame retarded suit.,Reappraisal
A20YGFCRNDTD6,11,This is a scene from a movie,Reappraisal
A20YGFCRNDTD6,12,The woman painted her face.,Non-reappraisal
A20YGFCRNDTD6,13,The guy made a lot of money in this fight so it's worth it.,Reappraisal
A20YGFCRNDTD6,14,All the people survived the landing,Reappraisal
A20YGFCRNDTD6,15,It's a prop gun in a movie. He's not going to sho,Reappraisal
A20YGFCRNDTD6,16,Grandma put her drops in her eyes to make them better.,Reappraisal
A20YGFCRNDTD6,17,So little and strong.,Reappraisal
A20YGFCRNDTD6,18,A child had surgery to save their life and is bandaged from it,Reappraisal
A20YGFCRNDTD6,19,Having a funeral for a person.,Non-reappraisal
A20YGFCRNDTD6,20,a man is helping her from falling back,Reappraisal
A212E2RN3I6A2O,1,Looks like a movie.. A guy screaming in a bubble and can't get out... he's done for,Non-reappraisal
A212E2RN3I6A2O,2,Dang.. That looks terrible.. wow...,Non-reappraisal
A212E2RN3I6A2O,3,Should've chose a difference sport champ... Boxing isn't it for you,Non-reappraisal
A212E2RN3I6A2O,4,Wow... No coffin or nothing.  That's pretty disturi,Non-reappraisal
A212E2RN3I6A2O,5,That dude is hero... Hope she's alive..,Reappraisal
A212E2RN3I6A2O,6,Definitely lost the fight.. Hopefully she got licks in,Reappraisal
A212E2RN3I6A2O,7,I almost thought of the Joker movie.. don't know what's going on here,Reappraisal
A212E2RN3I6A2O,8,Thats a hot scene... Might wanna leave,Reappraisal
A212E2RN3I6A2O,9,That does not look fun.. Not sure if it's punishment or culture,Non-reappraisal
A212E2RN3I6A2O,10,Definitely an overdose... Dang dude..,Non-reappraisal
A212E2RN3I6A2O,11,That looks like folks survived.. but some di,Reappraisal
A212E2RN3I6A2O,12,Bro definitely got somebody,Non-reappraisal
A212E2RN3I6A2O,13,Better not move... quick do that move you saw on the internet,Reappraisal
A212E2RN3I6A2O,14,Looks like a premature baby.. aweee,Non-reappraisal
A212E2RN3I6A2O,15,Esshhh... back up dude,Non-reappraisal
A212E2RN3I6A2O,16,Don't do it pup... Somebody blew his brains out,Non-reappraisal
A212E2RN3I6A2O,17,Child labor laws.  Coal mines.. really,Reappraisal
A212E2RN3I6A2O,18,Dang.. poor kid,Non-reappraisal
A212E2RN3I6A2O,19,No way that's real.  That is crazy,Reappraisal
A212E2RN3I6A2O,20,"If it were real snatch, doubt it would be photoed",Reappraisal
A212P9LUF0URRZ,1,"I kind of feel bad that the baby is being washed in a small bowl, it looks tiny.",Non-reappraisal
A212P9LUF0URRZ,2,"Oh jesus, that's awful. Why are they just looking at a dead person.",Non-reappraisal
A212P9LUF0URRZ,3,This is sad but hopefully the woman can be saved and will live.,Reappraisal
A212P9LUF0URRZ,4,Well that's unfortunate. Woof. Not sure theyll live,Non-reappraisal
A212P9LUF0URRZ,5,"Yikes, that's awful. Bad car wrecks are scary to see.",Non-reappraisal
A212P9LUF0URRZ,6,Bad wound while fighting. Happens a lot though,Non-reappraisal
A212P9LUF0URRZ,7,Is this from a movie? IDK I don't like guns but things like this don't scare me because of movies,Reappraisal
A212P9LUF0URRZ,8,"Yuck, heck no, how is that not painful. Must be a cultural thing",Non-reappraisal
A212P9LUF0URRZ,9,"Aw, poor thing. Makes me mad at whoever beat her up.",Non-reappraisal
A212P9LUF0URRZ,10,Dude taking drugs. Makes me sad but I've seen it before.,Non-reappraisal
A212P9LUF0URRZ,11,"Ugh, that's awful. Not clear if its's a good burial or a bad burial",Reappraisal
A212P9LUF0URRZ,12,That's sad but it looks like most everybody made it off safely,Reappraisal
A212P9LUF0URRZ,13,"Kind of gross, sad for the man and whatever condition this is",Non-reappraisal
A212P9LUF0URRZ,14,"Not haooy, it looks like they;re fighting or she's being abducted, unsure",Non-reappraisal
A212P9LUF0URRZ,15,"It's a cool photo, hopefully these people stay safe and can help",Reappraisal
A212P9LUF0URRZ,16,Aw that's sad. I wonder what happened to her,Non-reappraisal
A212P9LUF0URRZ,17,"Aw, I really hate seeing children hurt. Truly the worst for me.",Non-reappraisal
A212P9LUF0URRZ,18,I'm really sad that people live in aras like this because they're poor. Dumb factories,Non-reappraisal
A212P9LUF0URRZ,19,Is he stuck? Looks like it could be from a movie,Reappraisal
A212P9LUF0URRZ,20,"Geez, looks like somebody hit him hard.",Non-reappraisal
A214SYJ4S05Y2A,2,winning the race in  a fiery finish.,Reappraisal
A214SYJ4S05Y2A,3,I cant take it anymore,Non-reappraisal
A214SYJ4S05Y2A,5,now I can get a new car,Reappraisal
A214SYJ4S05Y2A,6,good mummy Halloween costume.,Non-reappraisal
A214SYJ4S05Y2A,7,this insulin is so expensive,Non-reappraisal
A214SYJ4S05Y2A,8,how long do we have to wait to film the next scene?,Non-reappraisal
A214SYJ4S05Y2A,9,I bet he wont call m,Non-reappraisal
A214SYJ4S05Y2A,10,I know this smell.,Non-reappraisal
A214SYJ4S05Y2A,11,bad make up artist to hire,Reappraisal
A214SYJ4S05Y2A,12,I am posing for my future movie poster,Reappraisal
A214SYJ4S05Y2A,13,This is going to make me miss my connection to Orlando,Non-reappraisal
A214SYJ4S05Y2A,14,I,Non-reappraisal
A214SYJ4S05Y2A,15,tough boxing match,Non-reappraisal
A214SYJ4S05Y2A,16,kidnapping is in progress,Non-reappraisal
A214SYJ4S05Y2A,18,I hate working this coal mine,Non-reappraisal
A214SYJ4S05Y2A,19,here is your baby in a bucket. congrats.,Non-reappraisal
A21D2BNXH3VXHW,1,The image is terrifying. Th,Non-reappraisal
A21D2BNXH3VXHW,2,A forest fire is desceibed on this image.,Non-reappraisal
A21D2BNXH3VXHW,3,A girl is kidnapped. This is bad.,Non-reappraisal
A21D2BNXH3VXHW,4,This is absolute worst.,Non-reappraisal
A21D2BNXH3VXHW,5,A man is showed on this image.,Non-reappraisal
A21D2BNXH3VXHW,6,A woman is bad condition.,Non-reappraisal
A21D2BNXH3VXHW,7,A man with blood.,Non-reappraisal
A21D2BNXH3VXHW,8,Dog smelling the blood.,Non-reappraisal
A21D2BNXH3VXHW,9,This is worst. Very bad.,Non-reappraisal
A21D2BNXH3VXHW,10,This is bad.,Non-reappraisal
A21D2BNXH3VXHW,11,This is bad.,Non-reappraisal
A21D2BNXH3VXHW,12,This is great,Reappraisal
A21D2BNXH3VXHW,13,This is about a plane crash.,Non-reappraisal
A21D2BNXH3VXHW,14,This is good.,Non-reappraisal
A21D2BNXH3VXHW,15,This is very bad.,Non-reappraisal
A21D2BNXH3VXHW,16,This is very bad,Non-reappraisal
A21D2BNXH3VXHW,17,Good,Non-reappraisal
A21D2BNXH3VXHW,18,This is bad,Non-reappraisal
A21D2BNXH3VXHW,19,This is bad,Non-reappraisal
A21D2BNXH3VXHW,20,Terrifying,Non-reappraisal
A21MMPDA95EEPB,1,This image is quite alarmng. t looks lke,Non-reappraisal
A21MMPDA95EEPB,2,It has to be terrifyng to remove a body from a house.,Non-reappraisal
A21MMPDA95EEPB,3,"I wonder why he is covered in blood. I hope he is okay,",Reappraisal
A21MMPDA95EEPB,4,I hope that abuse was not the cause of her black eye,Reappraisal
A21MMPDA95EEPB,5,What a horrible accident. I hope no one was badly injured,Reappraisal
A21MMPDA95EEPB,6,Their eyes look pretty bad,Non-reappraisal
A21MMPDA95EEPB,7,What a sweet tiny baby! I hope they are okay!,Reappraisal
A21MMPDA95EEPB,8,I hope she is not beng forced into ths van! I wonder what is happenng,Reappraisal
A21MMPDA95EEPB,9,This poor child! I hate whatever happened to them that causeed this,Non-reappraisal
A21MMPDA95EEPB,10,Guns terify me. I would hate to actually be at the end of this,Non-reappraisal
A21MMPDA95EEPB,11,Is someone being baried? What happened here??,Non-reappraisal
A21MMPDA95EEPB,12,What a terrible image. I feel sad and frightened,Non-reappraisal
A21MMPDA95EEPB,13,I wonder if these children have been displaced. This makes me sad,Non-reappraisal
A21MMPDA95EEPB,14,This looks very panful. I know his recovery will be rough,Non-reappraisal
A21MMPDA95EEPB,15,I hope this is a stunt double. Thoses flames are terrfying!!,Reappraisal
A21MMPDA95EEPB,16,Was this done intentenally=Looks v,Reappraisal
A21MMPDA95EEPB,17,This is my biggest fear!  hope everyone was okay!,Reappraisal
A21MMPDA95EEPB,18,It looks lke he is trapped and afriad;  dont lke this,Non-reappraisal
A21MMPDA95EEPB,19,Drugs are the worst. This picture makes me sad for him,Non-reappraisal
A21MMPDA95EEPB,20,She looks to be n a great deal of pain!  hope not from abuse,Non-reappraisal
A21PWJPVJK4PGD,1,that is a nice halloween costume,Reappraisal
A21PWJPVJK4PGD,2,it will take awhile but she will heal from the burns,Reappraisal
A21PWJPVJK4PGD,3,"nice pistol, maybe a 9mm?",Reappraisal
A21PWJPVJK4PGD,4,poor lady looks like she has been hurt by someone,Non-reappraisal
A21PWJPVJK4PGD,5,looks like everyone is okay just dazed,Reappraisal
A21PWJPVJK4PGD,6,knocked out boxing,Non-reappraisal
A21PWJPVJK4PGD,7,oh no poor fella has been hurt somehow,Non-reappraisal
A21PWJPVJK4PGD,9,covid burial,Non-reappraisal
A21PWJPVJK4PGD,10,nice stunt for a movie,Reappraisal
A21PWJPVJK4PGD,11,they are walking around an industrial area and got dirty,Non-reappraisal
A21PWJPVJK4PGD,12,bad photoshop picture,Non-reappraisal
A21PWJPVJK4PGD,13,chemical fire but looks like nobody was hurt and they are trying to put it out,Reappraisal
A21PWJPVJK4PGD,14,he is drunk and fell off his bike in a mud puddle,Reappraisal
A21PWJPVJK4PGD,15,druggie has just made his decision to stop and get help,Reappraisal
A21PWJPVJK4PGD,16,has some sort of virus that caused his eyes to swell,Non-reappraisal
A21PWJPVJK4PGD,17,bad accident thankfully no one was injured,Reappraisal
A21PWJPVJK4PGD,18,preemie baby got his first bath ready for this parents to hold him for the first time,Reappraisal
A21PWJPVJK4PGD,19,poor fella better get to a doctor before that becomes serious,Non-reappraisal
A21PWJPVJK4PGD,20,helping his drunk friend into a van to get home,Reappraisal
A21Q7FCKM86VL8,1,They are probably fighting a fire to save lives,Reappraisal
A21Q7FCKM86VL8,2,He is probably a part of tribe and this is thier tradti,Reappraisal
A21Q7FCKM86VL8,3,He must be helping her into the van to get her to hospital.,Reappraisal
A21Q7FCKM86VL8,4,I hope they are replacing it with fresh bandage.,Reappraisal
A21Q7FCKM86VL8,5,I hope she won that fight.  Relaxing smoking a cigarette.,Reappraisal
A21Q7FCKM86VL8,6,He is probably miming on stage in front of a crowd.,Reappraisal
A21Q7FCKM86VL8,7,This looks like a still from a movie.  I hope the actor was paid well.,Reappraisal
A21Q7FCKM86VL8,8,He looks like he fought off a mountain lion.  Hope he got the better of it.,Reappraisal
A21Q7FCKM86VL8,9,I guess he is just acting out what drug use looks like.,Non-reappraisal
A21Q7FCKM86VL8,10,I hope the first responders managed to save those people's  lives.,Reappraisal
A21Q7FCKM86VL8,11,This guy looks like a victim of drug cartels.,Non-reappraisal
A21Q7FCKM86VL8,12,Looks like most of the people survived this crash.,Reappraisal
A21Q7FCKM86VL8,13,Plain old domestic abuse. Or maybe a fight with another woman.,Non-reappraisal
A21Q7FCKM86VL8,14,This looks like a stuntman doing his job on set. I hope he got through this ok.,Reappraisal
A21Q7FCKM86VL8,15,Giving a bath to a newborn baby.,Non-reappraisal
A21Q7FCKM86VL8,16,This guy looks like he has a disease that affects his eyes.,Non-reappraisal
A21Q7FCKM86VL8,17,Hopefully she is just unconscious.  First responders saving lives.,Reappraisal
A21Q7FCKM86VL8,18,a kid pointing a replica gun at the camera.,Non-reappraisal
A21Q7FCKM86VL8,19,Someone being unearthed in a field.,Non-reappraisal
A21Q7FCKM86VL8,20,Two kids out playing near a factory.,Reappraisal
A21QUJTIIAOX2W,1,Such a tiny baby. I wonder how premature it is.,Non-reappraisal
A21QUJTIIAOX2W,2,What happened to her? I hate domestic violence if that’s the case.,Non-reappraisal
A21QUJTIIAOX2W,3,Drugs ruin so many lives. Heartbreaking.,Non-reappraisal
A21QUJTIIAOX2W,4,Goodness. What happened to them? Did they receive medical care for their inju,Non-reappraisal
A21QUJTIIAOX2W,5,Is this a scene from a sci fi movie?,Reappraisal
A21QUJTIIAOX2W,6,She appears to be fighting her “attacker.” Is this a tra,Non-reappraisal
A21QUJTIIAOX2W,7,Sweet kids. Rough life they must have had.,Non-reappraisal
A21QUJTIIAOX2W,8,Plane crash is one of my worst fears. Thank goodness the,Reappraisal
A21QUJTIIAOX2W,9,I hope there were survivors,Reappraisal
A21QUJTIIAOX2W,10,Is he burying him or did he find him? Either way it’s unpleasant.,Non-reappraisal
A21QUJTIIAOX2W,11,Were they burned? I hope the recovery is not painful.,Reappraisal
A21QUJTIIAOX2W,12,A computer generated image. There’s no way this is real.,Reappraisal
A21QUJTIIAOX2W,13,Is that makeup? What violence do they possibly experience?,Non-reappraisal
A21QUJTIIAOX2W,14,Senseless violence appears to happen everywhere.,Non-reappraisal
A21QUJTIIAOX2W,15,Isn’t that from Raging Bull? Great movie!,Reappraisal
A21QUJTIIAOX2W,16,Firefighters are braver than I could ever be.,Reappraisal
A21QUJTIIAOX2W,17,Ouch. That looks painful. Is it a tradition in certain tri,Non-reappraisal
A21QUJTIIAOX2W,18,Is this a,Non-reappraisal
A21QUJTIIAOX2W,19,Isn’t this from a movie. Guns are the worst.,Reappraisal
A21QUJTIIAOX2W,20,Painful,Non-reappraisal
A221J0YB28SBLI,1,How those people must feel. Grateful to be alive,Reappraisal
A221J0YB28SBLI,2,This person must be in extreme pain and feel very sad. I wouldn't want to be him,Non-reappraisal
A221J0YB28SBLI,3,"This woman has some abuse in her life, and looks extremely firm a",Reappraisal
A221J0YB28SBLI,4,This man seems like he's drowning. He's dying and needs help badly!!,Non-reappraisal
A221J0YB28SBLI,5,"These boys have lost their innosence! And, they will never recover i",Non-reappraisal
A221J0YB28SBLI,6,Someone will not be coming home tonight! Their life and their loved ones,Non-reappraisal
A221J0YB28SBLI,7,How can anyone torture another human like that! Horrific!,Non-reappraisal
A221J0YB28SBLI,8,Fire fighters are always in the line of saving others! No exception here!,Reappraisal
A221J0YB28SBLI,9,A child hurt in this manner is horrific to view! Hope she will be OK!,Reappraisal
A221J0YB28SBLI,10,"Violence of any kind is horrific. To see someone bleeding like this, my god",Non-reappraisal
A221J0YB28SBLI,11,It appears he's getting high. Another druggie bites the dust!,Non-reappraisal
A221J0YB28SBLI,12,"This is extremely scary, having a gun pointed at someone!",Non-reappraisal
A221J0YB28SBLI,13,To see someone lying in a pool of blood in unnerving! How hor,Non-reappraisal
A221J0YB28SBLI,14,a child that isn't going to make it--very sad,Non-reappraisal
A221J0YB28SBLI,15,another apocoliptic scene. I hope people survive!,Reappraisal
A221J0YB28SBLI,16,"Someone being kidnapped looks scary, sad, and horrible. I hope s",Non-reappraisal
A221J0YB28SBLI,17,it appears a man is in a fightening rink which I don't like--v,Non-reappraisal
A221J0YB28SBLI,18,A kid is burning on a bike==not much is worse than this awful scene!,Non-reappraisal
A221J0YB28SBLI,19,"A woman who's been abused, sad, alone, vulnerable! Sc",Non-reappraisal
A221J0YB28SBLI,20,a man being burried alive? how horrific!,Non-reappraisal
A222G4R1Y9KTG4,1,Feel terrible and worried about the people,Non-reappraisal
A222G4R1Y9KTG4,2,worry,Non-reappraisal
A222G4R1Y9KTG4,3,Tragic accident,Non-reappraisal
A222GZB608T1B8,1,The plance got with an accident. rescuers are evacuated.,Non-reappraisal
A222GZB608T1B8,2,The person got in an explosion and flee with fire. So terrib,Non-reappraisal
A222GZB608T1B8,3,The person tries to captivate one intimi,Non-reappraisal
A222SVOP6ZBHNN,1,I wonder if the baby is yawning or crying,Non-reappraisal
A222SVOP6ZBHNN,2,"This is sad, this can be such a negative disruption to his and his families lives",Non-reappraisal
A222SVOP6ZBHNN,3,I'm not sure what's happening but he appears to possibly be in pain,Non-reappraisal
A222SVOP6ZBHNN,4,This looks painful and uncomfortable for the person,Non-reappraisal
A222SVOP6ZBHNN,5,"She looks like she's been hit several times, hopefully she's okay",Reappraisal
A222SVOP6ZBHNN,6,This looks like a scary situation,Non-reappraisal
A222SVOP6ZBHNN,7,"That poor child, they must be in pain and feeling scared. so terrible",Non-reappraisal
A222SVOP6ZBHNN,8,"He looks like he's been attacked or in an accident, possibly in shock now",Non-reappraisal
A222SVOP6ZBHNN,9,scary to imagine being in the place of this picture,Non-reappraisal
A222SVOP6ZBHNN,10,"She looks scared and like she's really struggling, what a scary situation",Non-reappraisal
A222SVOP6ZBHNN,11,"looks gruesome, he looks like a boxer in a match",Non-reappraisal
A222SVOP6ZBHNN,12,"i wonder if this is a stunt actor, otherwise would be a scary situation",Reappraisal
A222SVOP6ZBHNN,13,"confused, but no negative reaction",Non-reappraisal
A222SVOP6ZBHNN,14,I hope no one was seriously hurt. looks like a lot of people were able to walk away at least,Reappraisal
A222SVOP6ZBHNN,15,Looks like they're doing some sort of research. i wonder what the fire is from,Non-reappraisal
A222SVOP6ZBHNN,16,this would be a traumatic experience,Non-reappraisal
A222SVOP6ZBHNN,17,"this is very gruesome, i can't imagine what is going through their minds",Non-reappraisal
A222SVOP6ZBHNN,18,"those poor children, you can see the sadness in their eyes",Non-reappraisal
A222SVOP6ZBHNN,19,"this looks awful, I wonder how the people in the car are",Non-reappraisal
A222SVOP6ZBHNN,20,"oh wow, I hope she ends up okay. this would be a terrifying position to be in",Reappraisal
A22C8ZTKXDSBNU,1,Nervous.  Looks like someone got really hurt.  Even killed.  Sad.,Non-reappraisal
A22C8ZTKXDSBNU,2,No offense but maybe she deserved it.  Not joking.  Not sad at all.,Non-reappraisal
A22C8ZTKXDSBNU,3,disgusting ape.  part of some tribal ritual.  i am sickened at the barbarism.,Non-reappraisal
A22C8ZTKXDSBNU,4,angry and bloody.  dont know him so i dont have any sympathy. not my problem.,Non-reappraisal
A22C8ZTKXDSBNU,5,"clean, no blood.  no suffering in the image.  he's at peace. i am fine with it.",Reappraisal
A22C8ZTKXDSBNU,6,shocking.  must be very traumatic.  feel bad for them.,Non-reappraisal
A22C8ZTKXDSBNU,7,Dogs will lick that blood in poor countries.  Eat the bodies.  He got shot through the arm.,Non-reappraisal
A22C8ZTKXDSBNU,8,her choice to stick around. hope she left.shes fat.,Reappraisal
A22C8ZTKXDSBNU,9,unconscious or dead.  probably dead if she were there for over a few minutes.,Non-reappraisal
A22C8ZTKXDSBNU,10,examining fire?  scientists maybe.  radioactive firemen?,Reappraisal
A22C8ZTKXDSBNU,11,staged kidnapping.  i feel like laughing.,Reappraisal
A22C8ZTKXDSBNU,12,poor coal mining area.  kids have to work.  sad and grim.,Non-reappraisal
A22C8ZTKXDSBNU,13,He's no good at boxing.  Getting his butt kicked.  I cracked a smile.,Reappraisal
A22C8ZTKXDSBNU,14,white shirt is too clean for a real junkie.  neutral emotions from me.,Non-reappraisal
A22C8ZTKXDSBNU,15,lost an eye?  kid looks traumatized.  seems real to me. sad.,Non-reappraisal
A22C8ZTKXDSBNU,16,"Disgusting.  Time to die, no offense.  Old and gross.  no sympathy.",Non-reappraisal
A22C8ZTKXDSBNU,17,goofy.  probably anti-drug propaganda.  really lame.,Non-reappraisal
A22C8ZTKXDSBNU,18,that face has never even thrown a punch.  totally unphased by him.,Non-reappraisal
A22C8ZTKXDSBNU,19,disgusting and horrible.  sickening.  life can be devastating.,Non-reappraisal
A22C8ZTKXDSBNU,20,hes wearing anti-flame equipment.  film scene.  feel nothing about it.,Reappraisal
A22DVMN2Y3XHWA,1,That must really hurt how is it e,Non-reappraisal
A22DVMN2Y3XHWA,2,The poor baby looks way to early,Non-reappraisal
A22DVMN2Y3XHWA,3,They look like they have been worked way too much already,Reappraisal
A22DVMN2Y3XHWA,4,Looks like that eye hurts.,Non-reappraisal
A22DVMN2Y3XHWA,5,there is no way anyone in that car lived,Non-reappraisal
A22DVMN2Y3XHWA,6,Its just all gone. Everything.,Non-reappraisal
A22DVMN2Y3XHWA,7,"I am not sure really, it doesnt seem bafd",Reappraisal
A22DVMN2Y3XHWA,8,Hopefully they are still alive.,Reappraisal
A22DVMN2Y3XHWA,9,He is really getting messed up. That is a lot of blood.,Non-reappraisal
A22DVMN2Y3XHWA,10,It just seems really fake,Reappraisal
A22DVMN2Y3XHWA,11,That is a lot of blood and he looks really angry,Non-reappraisal
A22DVMN2Y3XHWA,12,What is wrong with their face? It is horifying.,Non-reappraisal
A22DVMN2Y3XHWA,13,He probably just ODd,Non-reappraisal
A22DVMN2Y3XHWA,14,Why is that even happening. It must be pain.,Non-reappraisal
A22DVMN2Y3XHWA,15,That must have been really bad. she looks tramatized.,Non-reappraisal
A22DVMN2Y3XHWA,16,They are lucky to be walking,Reappraisal
A22DVMN2Y3XHWA,17,He needs to be stopped. She is gonna be hurt,Non-reappraisal
A22DVMN2Y3XHWA,18,What in the actual world happened to this child.,Non-reappraisal
A22DVMN2Y3XHWA,19,That is a lot of blood why is the dog in it,Non-reappraisal
A22DVMN2Y3XHWA,20,Kinda looks like a music cover and not very real,Reappraisal
A22EAZB71TUM7L,1,what a terrible car crash. i hope nobody was hurt too badly.,Non-reappraisal
A22EAZB71TUM7L,2,"terrible, i hope she makes it out alive. i bet she will",Reappraisal
A22EAZB71TUM7L,3,"those two are goofing around, silly kids",Reappraisal
A22EAZB71TUM7L,4,He has a great Halloween costume. perfect,Reappraisal
A22EAZB71TUM7L,5,little thing is alive and well getting their first bath. how sweet. little pre,Reappraisal
A22EAZB71TUM7L,6,knockout blow. i hope i bet on the winner! he will be fine. reminds me of,Reappraisal
A22EAZB71TUM7L,7,poor guy is sad but he is going to come through just fine. probably dropped his kids,Reappraisal
A22EAZB71TUM7L,8,"wildfires, somethingneeds to be done to stop them thankful for these u",Reappraisal
A22EAZB71TUM7L,9,a man being born how cool is that!? FUN!!,Reappraisal
A22EAZB71TUM7L,10,we've all been there the morning after a halloween rager. she'll get over it,Reappraisal
A22EAZB71TUM7L,11,plane crash and it looks like most people survived if not all of them,Reappraisal
A22EAZB71TUM7L,12,she looks really good after the lift! n,Reappraisal
A22EAZB71TUM7L,13,"sad, a person being either uncovered or burried",Non-reappraisal
A22EAZB71TUM7L,14,"so cool, i am almost 100% sure it is a stunt for a movie. he has a protective suit on",Reappraisal
A22EAZB71TUM7L,15,i've been there done that. too much fun the night before. i bet he was a lot happier,Reappraisal
A22EAZB71TUM7L,16,"i hope this is a movie, i would not like it if i were on the other end of that h",Reappraisal
A22EAZB71TUM7L,17,"sad, little kids exposed to fallout or contamination. pollution in the backgro",Non-reappraisal
A22EAZB71TUM7L,18,"poor kid, let's hope they heal and find their fa",Reappraisal
A22EAZB71TUM7L,19,"since the dogs are licking up the liquid, i do not thik",Non-reappraisal
A22EAZB71TUM7L,20,cool party trick. i do not think it is as bad as it looks.,Reappraisal
A22NOFI89P0O9A,2,Its a disturbing image,Non-reappraisal
A22NOFI89P0O9A,3,Thats gotts be from,Non-reappraisal
A22NOFI89P0O9A,4,Thats very sad,Non-reappraisal
A22NOFI89P0O9A,5,I wonder what happened,Non-reappraisal
A22NOFI89P0O9A,6,I hope the kid is ok,Reappraisal
A22NOFI89P0O9A,7,I wonder what happened,Non-reappraisal
A22NOFI89P0O9A,8,What a sick asshole,Non-reappraisal
A22NOFI89P0O9A,9,It looks like a movie poster,Reappraisal
A22NOFI89P0O9A,10,I hope he is ok,Reappraisal
A22NOFI89P0O9A,12,I hope nobody,Reappraisal
A22NOFI89P0O9A,13,"Oh wow, i hope she is ok",Reappraisal
A22NOFI89P0O9A,14,Gotta be from a movie,Reappraisal
A22NOFI89P0O9A,15,Drugs are never good for you,Non-reappraisal
A22QFNF1UTBK0H,1,i am slightly disturbed,Non-reappraisal
A22QFNF1UTBK0H,2,i hate that she is injured,Non-reappraisal
A22QFNF1UTBK0H,3,he looks like a haunted house character,Reappraisal
A22QFNF1UTBK0H,4,it looks like someone has hit her,Non-reappraisal
