groupID,sub_id,group_cond,ind_cond,img,rate,txt
empty-50,A11FHRIUGW7NFB,control,control,6,8,This person is suffering and she does not deserve it!
empty-50,A32K4W6B31XWVR,control,control,6,8,It looks like this woman is badly injured. She looks to be in pain.
empty-50,A39C60IA4WVVJP,control,control,6,7,I feel sorrow for herr and hope she gets out of the situation.
id-bvwuk-3000-1,A17VJGXGBNEL9E,control,control,6,2,it looks like someone who had a bar fight and is now at an AA meeting
id-bvwuk-3000-1,A1RRMINTJ8BHKG,control,control,6,8,This person looks like that got attacked and abused. This lady feels so scared
id-bvwuk-3000-1,A29YZM94SCN4A6,control,control,6,9,"Terrible to see a women who was beaten up, it is sad regardless."
id-bvwuk-3000-1,A3W3FYGMP7VLKZ,control,control,6,2,"I hope this woman was not a victim of domestic violence, her injuries look extremely painful but the emotional scars could be even worse"
id-bvwuk-3000-1,AH4F86UVP4C54,control,control,6,8,This person looks very harmed and in pain. I hope he gets justice
id-bvwuk-3000-1,AOSO1D81K0ET0,control,control,6,9,This woman is in pain and it make me hurt to look at her.
id-fjoxq-3000-5,A1JMVBYWF4R66N,control,control,6,8,"I feel sad for this woman, she looks in pain and scared.  I wonder what happened to her."
id-fjoxq-3000-5,A363SVHBXKD0MH,control,control,6,5,"someon had a bad accident, i feel bad for this perons must be in a lot ofpain"
id-fjoxq-3000-5,A3GDLR6DHXVEH6,control,control,6,8,Not pleasant.  Was this an accident or intentionally done?
id-fjoxq-3000-5,A59YVWT4H3I1U,control,control,6,7,domestic violence is terrible
id-fjoxq-3000-5,A98F21Q0J4SGL,control,control,6,9,"this is sad, what happened to her face, maybe her boyfriend hit her or husband."
id-fjoxq-3000-5,AXCEHD5LQCPZ7,control,control,6,NA,This is tough to look at. This person has been through something traumatic.
id-ngahz-3000-7,A1HVA6N137E7XH,control,control,6,6,What happened to them? Brawl?
id-ngahz-3000-7,A1ZC1ZWZ05XYUD,control,control,6,7,a woman abused and seriously injured
id-ngahz-3000-7,A1ZE87WEYCA44A,control,control,6,7,This is an abused woman
id-ngahz-3000-7,A2KHLJ2F58BEZK,control,control,6,7,awful to see someone beat up so badly
id-ngahz-3000-7,AFTSLCMJASJDR,control,control,6,8,"concerning, but wonder what happened.."
id-ngahz-3000-7,ASU0JSKLWRQHZ,control,control,6,5,"Sad for her, whether it was accident or abuse."
id-uwffo-1-1,A28G4QO0DRY8OZ,control,control,6,6,These people must be so scared. I feel awful for them.
id-uwffo-1-1,A28G4QO0DRY8OZ,control,control,6,2,These people must be so scared. I feel awful for them.
id-bvwuk-2999-8,A11FXG88VL23K5,reappraisal,control,6,9,This is so sad seeing this young lady beaten
id-bvwuk-2999-8,A1B9H14AV44C0G,reappraisal,control,6,9,I am shocked and upset looking at this image. This person appears to have
id-eiwzx-2999-1,A1VMF8BTZ6U299,reappraisal,control,6,1,I feel compassion for this woman that looks like she's been in some type of accident.
id-eiwzx-2999-1,A3GVTW7MWUDHNU,reappraisal,control,6,10,I am sad for this person but also pissed off and want to beat up whoever did this.
id-eiwzx-2999-1,ADS2BA4JIYDKE,reappraisal,control,6,10,Sadness I hope she gets help
id-uwffo-1-3,A08218322NEN84JFHLRO8,reappraisal,control,6,7,sadness for her brutal beating by a stranger
id-uwffo-1-3,A3GF4PX4V354W,reappraisal,control,6,5,Sad someoneone clearlry bad abused. Looked like robbed. Maybe over drugs.
id-uwffo-1-3,AS4OUUE7SS7L9,reappraisal,control,6,5,I feel sad for this person and what they may have gone through
id-uwffo-1-4,A1I16447TV7B9D,reappraisal,control,6,6,A boy had a severepain
id-uwffo-1-4,A8A40TUAXTPGN,reappraisal,control,6,7,She must have been abused.
id-uwffo-9-8,A1O81SOPKHK5RZ,reappraisal,control,6,7,"wow, shes a mess but looks like she will be ok."
id-uwffo-9-8,A2GXS7E934VJQ1,reappraisal,control,6,6,"I feel sad for them, but at least they are alive"
id-uwffo-9-8,ANB7YEFIP22DI,reappraisal,control,6,9,the women  beaten very badly
id-bvwuk-2999-8,A30UPXL0E3RY9I,reappraisal,reapp,6,4,scene from a movie
id-bvwuk-2999-8,A372RONRIOLZM4,reappraisal,reapp,6,4,I feel like this woman was in a horrible car accident.
id-eiwzx-2999-1,A2QXNIG0GVVXLG,reappraisal,reapp,6,2,This person makes me feel as relaxed as she looks waiting for help.
id-uwffo-1-3,A2NP5W2A5EWT8V,reappraisal,reapp,6,6,Sad that she appear to be beaten but not sure if it was by a man.
id-uwffo-1-4,A1CYBYGWLZI29A,reappraisal,reapp,6,NA,I can't seem to reframe this one.
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,6,4,she had an accident but looks like she is healing very well
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,6,2,hopefully he can get into rehab soon
id-uwffo-9-8,A2UVD05SNXJBTF,reappraisal,reapp,6,3,She looks like she is seeking help and will find it.
id-uwffo-9-8,A4FCEO6DF59YB,reappraisal,reapp,6,10,FEEL BAD
id-bbyjt-2997-3,A1A6UVH1CCP8CD,reappraisal & motivation,control,6,9,This poor woman. She looks like she is suffering both physically and emotio
id-bbyjt-2997-3,AFTFOBESP6XUB,reappraisal & motivation,control,6,4,"Sad from the start, but this may be a surgery scar/bruise that will help in the long run."
id-eiwzx-2998-2,A2KJJOAH2Z1D6X,reappraisal & motivation,control,6,4,Looks painful
id-eiwzx-2998-2,A49WTQG4MBT9Z,reappraisal & motivation,control,6,7,I feel troubled looking at this. The bruises look terrible.
id-rppnn-2999-3,A307K1CZXGBN4L,reappraisal & motivation,control,6,5,"Sadness, concern, anger."
id-rppnn-2999-3,A3D7JEGMSYKCUJ,reappraisal & motivation,control,6,8,Someone hurt her and she needs a doctor.
id-uwffo-14-8,A14F6ZMFA960GN,reappraisal & motivation,control,6,7,I'm concerned about this woman and what she went through.
id-uwffo-14-8,A1IK5L733Q9JV,reappraisal & motivation,control,6,4,He looks like he was in a fight. It looks painful.
id-uwffo-15-1,A39H3N3KXHVTJU,reappraisal & motivation,control,6,5,Woman involved in an accident.
id-bbyjt-2997-3,A1PAR1TMKFPKQE,reappraisal & motivation,reapp_target,6,3,Thankful they got through this
id-eiwzx-2998-2,A1VHQ3KL3P4T4H,reappraisal & motivation,reapp_target,6,8,She has been beat up but won’t leave the situation
id-rppnn-2999-3,A1RKGN3VY39TM1,reappraisal & motivation,reapp_target,6,7,This person looks like they have been through a lot.
id-rppnn-2999-3,A32NU3SVREAZXY,reappraisal & motivation,reapp_target,6,1,Great halloween costume!
id-uwffo-14-8,A2393RWZXRWLKI,reappraisal & motivation,reapp_target,6,3,This man is lucky to be okay and conscious after whatever happened
id-uwffo-14-8,A3G7QQTQIKYI2O,reappraisal & motivation,reapp_target,6,2,She was like a ghost and her face looks
id-uwffo-14-8,AKJLAFX2M86TP,reappraisal & motivation,reapp_target,6,9,it is the destructive
id-uwffo-15-1,A347R00883IQOU,reappraisal & motivation,reapp_target,6,4,Looks like a victim of DV.
id-bbyjt-2996-1,A2PKNE8KM0M324,motivation,control,6,10,this looks like her hysband beat her up and she is smoking a cig to take away the pain and think abou
id-bbyjt-2996-1,A5KU3E96BTL5V,motivation,control,6,3,dang what happened to her looks like she got beat up or something
id-bbyjt-2996-1,AOI8O750GN2HS,motivation,control,6,7,"Dang, she got in a big fight. Nice to enjoy cigarrete. You should see the other guy. hhaha"
id-bvwuk-2997-8,ACRWPI9M4PQZK,motivation,control,6,8,That person looks like very upset. Looks like she's been beaten up and feels very bad. Hope
id-bvwuk-2999-2,A1MKEILXWWLBW2,motivation,control,6,9,"very sad, she is clearly suffering"
id-bvwuk-2999-2,A3492HL94OVDR5,motivation,control,6,7,In an accident perhaps?
id-bvwuk-2999-2,A360YPKITDW0PV,motivation,control,6,8,Total insanity and painful frustra
id-fjoxq-2998-8,A18W4LA9HEQ0W6,motivation,control,6,7,"hurt and living through something horrific, probably some kind of a"
id-fjoxq-2998-8,A1HK7CR71C8BCA,motivation,control,6,6,"survivor, but of what..domestic abuse?"
id-fjoxq-2998-8,A3NAHN61XJ3ZAT,motivation,control,6,6,Oh that is painful.  She looks like cuts and bruises.  I feel sorry for them.
id-uwffo-13-5,A22RU4Z2JPRP1U,motivation,control,6,4,smooking
id-uwffo-13-5,A9IPAROGKKDY9,motivation,control,6,6,She looks like a domestic abuse victim
id-bbyjt-2996-1,A2R76CKAHFJ6JM,motivation,target,6,9,I can't imagine this.
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,6,8,It seems like she's on her way to healing from this situation.
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,6,8,It seems like she's on her way to healing from this situation.
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,6,7,It seems like she's on her way to healing from this situation.
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,6,7,It seems like she's on her way to healing from this situation.
id-bbyjt-2996-1,A5P78B8P70TOJ,motivation,target,6,9,She looks like she has been in a fight. Awful.
id-bvwuk-2997-8,A11244HS4DZOVL,motivation,target,6,3,"This person looks like the victim or abuse, but they seem to be getting some kind of help wich is good"
id-bvwuk-2997-8,AQUOS2XZESNXB,motivation,target,6,4,Ouch...looks painful and hope they will recover and heal fast.
id-bvwuk-2999-2,A1FM7IRF55PMCD,motivation,target,6,8,Bad fight with spouse or partner ? I want to see the other guy.
id-bvwuk-2999-2,A2P2D1GG7ZABV2,motivation,target,6,4,Person that got beat up bad
id-fjoxq-2998-8,A1MP14EXTCXWRT,motivation,target,6,4,the ciggerette in her hand calms me from the inital horror. she is clearly saved
id-fjoxq-2998-8,A2LKGF193ZR5JP,motivation,target,6,1,im confused looks like a sector
id-uwffo-13-5,A2FUF8Z8WCFAR2,motivation,target,6,7,"was she beaten or in an accident  bad injuries, so sad"
id-uwffo-13-5,A36TE52PSYAAD6,motivation,target,6,2,for some reason this just brought to mind the boxing pic. maybe they're a boxer
id-uwffo-13-5,A39BIGZ0L59WLV,motivation,target,6,3,Definitely a scene from a movie.
empty-50,A11FHRIUGW7NFB,control,control,7,8,This child is lucky to be alert and I hope the child is moved to a safe place
empty-50,A32K4W6B31XWVR,control,control,7,6,It looks like the child is badly injured.
empty-50,A39C60IA4WVVJP,control,control,7,7,I do feel horrid for this baby but does anypne know what number pic is this
id-bvwuk-3000-1,A17VJGXGBNEL9E,control,control,7,6,This is so sad the poor child was beaten terribly  :(
id-bvwuk-3000-1,A1RRMINTJ8BHKG,control,control,7,9,This personal looks so horrified and worried. They had to be burned so badly
id-bvwuk-3000-1,A29YZM94SCN4A6,control,control,7,10,Poor child might be missing an eye for the rest of their life.
id-bvwuk-3000-1,A3W3FYGMP7VLKZ,control,control,7,3,This injury looks like it caused incredible distress and anguish and I cannot imagine what might have caused it
id-bvwuk-3000-1,AH4F86UVP4C54,control,control,7,9,Poor kid. I hope he isn't in pain. This is so sad.
id-bvwuk-3000-1,AOSO1D81K0ET0,control,control,7,9,That poor child. I hate to see children suffer in any way.
id-fjoxq-3000-5,A1JMVBYWF4R66N,control,control,7,10,"This is horrible, poor child I want to comfort him."
id-fjoxq-3000-5,A363SVHBXKD0MH,control,control,7,5,"a really bad accident, they must be in a lot of pain, i feel really bad for th kid"
id-fjoxq-3000-5,A3GDLR6DHXVEH6,control,control,7,8,Horrible to see a child injured.
id-fjoxq-3000-5,A59YVWT4H3I1U,control,control,7,8,This looks like a war injury so sad
id-fjoxq-3000-5,A98F21Q0J4SGL,control,control,7,9,"oh sweet baby, It looks like he might have been burned."
id-ngahz-3000-7,A1HVA6N137E7XH,control,control,7,7,"Poor kid, looks like a burn victim."
id-ngahz-3000-7,A1ZC1ZWZ05XYUD,control,control,7,10,child hurt/burned
id-ngahz-3000-7,A1ZE87WEYCA44A,control,control,7,8,This is a child in pain.
id-ngahz-3000-7,A2KHLJ2F58BEZK,control,control,7,8,heartbreaking to see a child endure that kind of pain
id-ngahz-3000-7,AFTSLCMJASJDR,control,control,7,10,so awful.  A child war victim perhaps.
id-ngahz-3000-7,ASU0JSKLWRQHZ,control,control,7,9,poor baby - this looks like a war torn area. the suffering...
id-bvwuk-2999-8,A11FXG88VL23K5,reappraisal,control,7,10,This poor kid got hurt probably another war zone
id-bvwuk-2999-8,A1B9H14AV44C0G,reappraisal,control,7,6,Feel sad for this child and worried about them.
id-eiwzx-2999-1,A1VMF8BTZ6U299,reappraisal,control,7,6,It made me sad to see a young child sustain a facial injury.
id-eiwzx-2999-1,A3GVTW7MWUDHNU,reappraisal,control,7,9,What the hell happened to this kid? He looks so sad and so hurt.
id-eiwzx-2999-1,ADS2BA4JIYDKE,reappraisal,control,7,10,Sad that hes in pain I hope hes ok
id-uwffo-1-3,A08218322NEN84JFHLRO8,reappraisal,control,7,8,sadness for this child did a adult beat on them
id-uwffo-1-3,A3GF4PX4V354W,reappraisal,control,7,7,Sad for this young child. Looks like an old war photo. Sad
id-uwffo-1-3,AS4OUUE7SS7L9,reappraisal,control,7,6,sad for this child and feel as scared as he or she is
id-uwffo-1-4,A1I16447TV7B9D,reappraisal,control,7,7,a women was damaged
id-uwffo-1-4,A8A40TUAXTPGN,reappraisal,control,7,10,This poor baby is hurt and I feel like I want to cry!!!
id-uwffo-9-8,A1O81SOPKHK5RZ,reappraisal,control,7,8,"Poor kid, I hope hes ok."
id-uwffo-9-8,A2GXS7E934VJQ1,reappraisal,control,7,4,I feel hopeful that the child has the aide and strength to get through this
id-uwffo-9-8,ANB7YEFIP22DI,reappraisal,control,7,10,the child is hitted hardly
id-bvwuk-2999-8,A30UPXL0E3RY9I,reappraisal,reapp,7,4,kid got medical help good thing
id-eiwzx-2999-1,A2QXNIG0GVVXLG,reappraisal,reapp,7,2,The person is getting the care that they need to heal.
id-uwffo-1-3,A2NP5W2A5EWT8V,reappraisal,reapp,7,5,Grief for the child and the pain he went thru but healing.
id-uwffo-1-4,A1CYBYGWLZI29A,reappraisal,reapp,7,NA,She is a survivor being taken care of.
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,7,6,"what a wonderful halloween costume, so creative."
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,7,7,burying someone in their special plot of
id-uwffo-9-8,A2UVD05SNXJBTF,reappraisal,reapp,7,6,"Medicine has improved so much, they should be able to help them live through this"
id-uwffo-9-8,A4FCEO6DF59YB,reappraisal,reapp,7,10,FEEL BAD
id-bbyjt-2997-3,A1A6UVH1CCP8CD,reappraisal & motivation,control,7,10,"Oh no. This poor child, children should never have to suffer. its not right."
id-bbyjt-2997-3,AFTFOBESP6XUB,reappraisal & motivation,control,7,9,This poor baby is suffering physically from some surgery or trauma.
id-eiwzx-2998-2,A2KJJOAH2Z1D6X,reappraisal & motivation,control,7,4,It looks a bit sad but I am not sure what I am seeing
id-eiwzx-2998-2,A49WTQG4MBT9Z,reappraisal & motivation,control,7,6,"I feel for the kid, looks traumatic"
id-rppnn-2999-3,A307K1CZXGBN4L,reappraisal & motivation,control,7,5,Sadness.  So much needless pain.
id-rppnn-2999-3,A3D7JEGMSYKCUJ,reappraisal & motivation,control,7,4,Gross and horrid that is a child
id-uwffo-14-8,A14F6ZMFA960GN,reappraisal & motivation,control,7,6,I'm not sure what's happening to this child.
id-uwffo-14-8,A1IK5L733Q9JV,reappraisal & motivation,control,7,7,This is so pitiful. Apparently they have suffered bad injuries.
id-uwffo-15-1,A39H3N3KXHVTJU,reappraisal & motivation,control,7,7,A child that is badly injured.
id-bbyjt-2997-3,A1PAR1TMKFPKQE,reappraisal & motivation,reapp_target,7,4,Helping this young boy get first aid
id-eiwzx-2998-2,A1VHQ3KL3P4T4H,reappraisal & motivation,reapp_target,7,5,"Child with face trauma , a lot of TLC is needed"
id-rppnn-2999-3,A1RKGN3VY39TM1,reappraisal & motivation,reapp_target,7,NA,This child appears to be receiving some sort of medical treatment.
id-rppnn-2999-3,A32NU3SVREAZXY,reappraisal & motivation,reapp_target,7,2,Looks from a movie
id-uwffo-14-8,A2393RWZXRWLKI,reappraisal & motivation,reapp_target,7,4,A kid lucky to be alive after whatever he went through being comforted by someone
id-uwffo-14-8,A3G7QQTQIKYI2O,reappraisal & motivation,reapp_target,7,5,There was nothing left in his face
id-uwffo-15-1,A347R00883IQOU,reappraisal & motivation,reapp_target,7,8,A child with medical assistance after an attack
id-bbyjt-2996-1,A2PKNE8KM0M324,motivation,control,7,8,poor kid I hope he gets better in his life and that no kids make fun of him. How sad to see poor guy
id-bbyjt-2996-1,A5KU3E96BTL5V,motivation,control,7,NA,aw man that poor kid got all messed up what happened
id-bbyjt-2996-1,AOI8O750GN2HS,motivation,control,7,10,"OMG, poor girl. This is war. Western keep your nose out of middle east!! dumb americans"
id-bvwuk-2997-8,ACRWPI9M4PQZK,motivation,control,7,7,Poor child! They are injured. Looks like war or something terrible. Glad they got help.
id-bvwuk-2999-2,A1MKEILXWWLBW2,motivation,control,7,6,"probably in  war zone, he;ll live"
id-bvwuk-2999-2,A3492HL94OVDR5,motivation,control,7,4,victim of war
id-bvwuk-2999-2,A360YPKITDW0PV,motivation,control,7,8,suffering from needless reasons
id-fjoxq-2998-8,A18W4LA9HEQ0W6,motivation,control,7,8,"injury from war or explosion, young child hurt for wh"
id-fjoxq-2998-8,A1HK7CR71C8BCA,motivation,control,7,10,"poor baby, what happened to your face?"
id-fjoxq-2998-8,A3NAHN61XJ3ZAT,motivation,control,7,7,Oh how sad.  The poor baby.  Are his bandages getting removed.  I hope he's not in pain.
id-uwffo-13-5,A9IPAROGKKDY9,motivation,control,7,7,"I hate seeing injured children, so sad"
id-bbyjt-2996-1,A2R76CKAHFJ6JM,motivation,target,7,8,War is terrible and what a gruesome thing for a child.
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,7,8,I hope he at least went quickly.
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,7,3,Aww this babe is all bundled up. Hopefully healing well!
id-bbyjt-2996-1,A5P78B8P70TOJ,motivation,target,7,3,At the doctors getting the bandages removed. Sad but ok in the end.
id-bvwuk-2997-8,A11244HS4DZOVL,motivation,target,7,3,"That kid looks hurt, but i'm glad to see someone is there to take care of him."
id-bvwuk-2997-8,AQUOS2XZESNXB,motivation,target,7,5,Poor thing I hope they are ok and will recover soon.  Not sure how painful it is.
id-bvwuk-2999-2,A1FM7IRF55PMCD,motivation,target,7,9,Why do children have to suffer because of our folly.
id-bvwuk-2999-2,A2P2D1GG7ZABV2,motivation,target,7,7,Child injured probably from war
id-fjoxq-2998-8,A1MP14EXTCXWRT,motivation,target,7,7,"this looks like a casualty of war, i am thankful the kid is being taken care of"
id-fjoxq-2998-8,A2LKGF193ZR5JP,motivation,target,7,2,sad cause maybe he is a sourviur
id-fjoxq-2998-8,AQIKEPO11LE5A,motivation,target,7,7,The bad very sad to see it's a
id-uwffo-13-5,A2FUF8Z8WCFAR2,motivation,target,7,7,Harder to see injuries when it is a child but at least aliv
id-uwffo-13-5,A36TE52PSYAAD6,motivation,target,7,1,look at the lighting quality! this one feels like a movie
id-uwffo-13-5,A39BIGZ0L59WLV,motivation,target,7,8,Horrible photo. Praying this child is now safe.
empty-50,A11FHRIUGW7NFB,control,control,8,8,I am shocked at how much blood he is losing and fearful of what happened
empty-50,A32K4W6B31XWVR,control,control,8,5,It looks like the man is badly injured.
empty-50,A39C60IA4WVVJP,control,control,8,4,I feel worried becuase he is bleeding a good bit
id-bvwuk-3000-1,A17VJGXGBNEL9E,control,control,8,2,Woah someone lost a bar fight !!
id-bvwuk-3000-1,A1RRMINTJ8BHKG,control,control,8,5,This person is angry. there must of been some type of shooting or attack
id-bvwuk-3000-1,A29YZM94SCN4A6,control,control,8,6,"I cannot tell if this is his blood or if he got someone else blood on him, hope he is ok."
id-bvwuk-3000-1,A3W3FYGMP7VLKZ,control,control,8,5,"This person looks like they are fighting for their life, it is hard to imagine how they came to this fate."
id-bvwuk-3000-1,AH4F86UVP4C54,control,control,8,8,The blood looks like it belings to someone else. Myst en a traumatising e
id-bvwuk-3000-1,AOSO1D81K0ET0,control,control,8,7,Blood always me me cringe no matter the injury.
id-fjoxq-3000-5,A1JMVBYWF4R66N,control,control,8,5,"glad he survived, looks terrible"
id-fjoxq-3000-5,A363SVHBXKD0MH,control,control,8,6,"thats a lot of blood, something happeened and they are still dealing with it maybe"
id-fjoxq-3000-5,A3GDLR6DHXVEH6,control,control,8,8,Yikes.  Not a good situation going on.
id-fjoxq-3000-5,A59YVWT4H3I1U,control,control,8,7,such violence what happened here?
id-fjoxq-3000-5,A98F21Q0J4SGL,control,control,8,6,Oh my god he is hurt.
id-ngahz-3000-7,A1HVA6N137E7XH,control,control,8,5,Looks like he was in a fight.
id-ngahz-3000-7,A1ZC1ZWZ05XYUD,control,control,8,2,a man who was attacked/in a fight
id-ngahz-3000-7,A1ZE87WEYCA44A,control,control,8,7,Looks like a serious injury
id-ngahz-3000-7,A2KHLJ2F58BEZK,control,control,8,6,such a violent scene
id-ngahz-3000-7,AFTSLCMJASJDR,control,control,8,8,Awful scene that makes me feel scared for this person.
id-ngahz-3000-7,ASU0JSKLWRQHZ,control,control,8,5,Scared and upset for this guy-- he is clearly angry
id-uwffo-1-1,A28G4QO0DRY8OZ,control,control,8,9,HIs mouth looks so painful. I feel really badly for the man.
id-uwffo-1-1,A28G4QO0DRY8OZ,control,control,8,9,HIs mouth looks so painful. I feel really badly for the man.
id-uwffo-1-1,A28G4QO0DRY8OZ,control,control,8,10,So much blood! This makes me feel so upset and terrified for the man!
id-uwffo-1-1,A28G4QO0DRY8OZ,control,control,8,3,So much blood! This makes me feel so upset and terrified for the man!
id-uwffo-1-1,A2D0BAMF8ROG4N,control,control,8,7,This makes me cringe a little and wounder if someone was harmed.
id-uwffo-1-1,A2XVL0RNQMWI17,control,control,8,8,That looks awful. There's a lot of painful scratches on his head.
id-uwffo-1-1,A2XVL0RNQMWI17,control,control,8,5,That looks awful. There's a lot of painful scratches on his head.
id-uwffo-1-1,A3AJR1PM02424Y,control,control,8,3,Oh wow he looks like he's fighting not just whoever did this to him but possibly death or at least passing out
id-bvwuk-2999-8,A11FXG88VL23K5,reappraisal,control,8,4,This poor man was attached & out for revenge
id-bvwuk-2999-8,A1B9H14AV44C0G,reappraisal,control,8,8,"I am shocked by this photo, this man looks like he was attacked."
id-eiwzx-2999-1,A1VMF8BTZ6U299,reappraisal,control,8,3,I feel bad for this man that looks like he's been attacked.
id-eiwzx-2999-1,A3GVTW7MWUDHNU,reappraisal,control,8,10,Angry I feel this man did something very bad to someone innocent.
id-eiwzx-2999-1,ADS2BA4JIYDKE,reappraisal,control,8,7,Fear what happend to him I hope hes ok
id-uwffo-1-3,A08218322NEN84JFHLRO8,reappraisal,control,8,8,afraid he looks like he is on a rampage to kill
id-uwffo-1-3,A3GF4PX4V354W,reappraisal,control,8,7,So much blood.attacked witg a knif
id-uwffo-1-3,AS4OUUE7SS7L9,reappraisal,control,8,4,I feel these protestors anger toward their governemtn
id-uwffo-1-4,A8A40TUAXTPGN,reappraisal,control,8,7,I think that he hurt someone and is trying to get away.
id-uwffo-9-8,A1O81SOPKHK5RZ,reappraisal,control,8,3,"Scary, this makes me feel nervous."
id-uwffo-9-8,A2GXS7E934VJQ1,reappraisal,control,8,10,This makes me feel disturbed like I want to run away
id-uwffo-9-8,ANB7YEFIP22DI,reappraisal,control,8,8,the man is attacked
id-bvwuk-2999-8,A30UPXL0E3RY9I,reappraisal,reapp,8,3,feels like a scene from an action movie
id-bvwuk-2999-8,A372RONRIOLZM4,reappraisal,reapp,8,7,I am worried that this man needs medical attention.
id-eiwzx-2999-1,A2QXNIG0GVVXLG,reappraisal,reapp,8,3,I feel like this man has spilled paint on himself and is okay with it
id-uwffo-1-3,A2NP5W2A5EWT8V,reappraisal,reapp,8,6,Someone else blood splattered but I am fearful he could be next
id-uwffo-1-4,A1CYBYGWLZI29A,reappraisal,reapp,8,4,First rule about
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,8,6,kids are into the strangest fashions these days.
id-uwffo-1-4,A1JWKT0IS06YKL,reappraisal,reapp,8,2,head wounds tend tobleed a lot so this is probably not very serious
id-uwffo-9-8,A1GME0CG669EF6,reappraisal,reapp,8,9,he is kill someone and he look like bad
id-uwffo-9-8,A2UVD05SNXJBTF,reappraisal,reapp,8,7,"It doesn't look like more than a surface cut, so"
id-uwffo-9-8,A4FCEO6DF59YB,reappraisal,reapp,8,8,VERY SCARED
id-bbyjt-2997-3,A1A6UVH1CCP8CD,reappraisal & motivation,control,8,4,This man looks mad. He must have just been in a fight.
id-bbyjt-2997-3,AFTFOBESP6XUB,reappraisal & motivation,control,8,4,Looks like someone who survived an attack of some sort. Glad he's alive.
id-eiwzx-2998-2,A2KJJOAH2Z1D6X,reappraisal & motivation,control,8,7,I am disturbed at this
id-eiwzx-2998-2,A49WTQG4MBT9Z,reappraisal & motivation,control,8,9,Looks painful and violent. Blood everywhere.
id-rppnn-2999-3,A307K1CZXGBN4L,reappraisal & motivation,control,8,4,Anger.  Is this blood from someone else?
id-rppnn-2999-3,A3D7JEGMSYKCUJ,reappraisal & motivation,control,8,3,He looks like he had a fight and lost. Painful.
id-uwffo-14-8,A14F6ZMFA960GN,reappraisal & motivation,control,8,6,A man wounded as he is covered in blood. I'm sure he's in pain.
id-uwffo-14-8,A1IK5L733Q9JV,reappraisal & motivation,control,8,8,"Something tragic has happened to this man. War, maybe?"
id-uwffo-15-1,A39H3N3KXHVTJU,reappraisal & motivation,control,8,3,Looks like a guy in a bar fight.
id-bbyjt-2997-3,A1PAR1TMKFPKQE,reappraisal & motivation,reapp_target,8,3,"Got hurt in a protest, but supporting his"
id-eiwzx-2998-2,A1VHQ3KL3P4T4H,reappraisal & motivation,reapp_target,8,3,Ritualistic cultural practice
id-rppnn-2999-3,A1RKGN3VY39TM1,reappraisal & motivation,reapp_target,8,5,"He looks injured, but like he is still able to speak and get help."
id-rppnn-2999-3,A32NU3SVREAZXY,reappraisal & motivation,reapp_target,8,2,The halloween contest has been won.
id-uwffo-14-8,A2393RWZXRWLKI,reappraisal & motivation,reapp_target,8,3,a man from a gory movie scene
id-uwffo-14-8,A3G7QQTQIKYI2O,reappraisal & motivation,reapp_target,8,3,He was dis
id-uwffo-15-1,A347R00883IQOU,reappraisal & motivation,reapp_target,8,4,Someone covered in blood from an attack
id-bbyjt-2996-1,A2PKNE8KM0M324,motivation,control,8,7,so much blood and rage coming from this man what did he just go through a fight?murder? what!?
id-bbyjt-2996-1,A5KU3E96BTL5V,motivation,control,8,NA,dang thats a lot of blood i wonder what happened
id-bbyjt-2996-1,AOI8O750GN2HS,motivation,control,8,8,"OMG, he got mobbed down? I wonder what the conflict was?"
id-bvwuk-2997-8,ACRWPI9M4PQZK,motivation,control,8,8,The man is very injured and tramatised. It's terrible to see him feel so shocked and in
id-bvwuk-2999-2,A1MKEILXWWLBW2,motivation,control,8,8,"maybe a bombing, sad and painful"
id-bvwuk-2999-2,A3492HL94OVDR5,motivation,control,8,8,He is definitely having a bad day
id-bvwuk-2999-2,A360YPKITDW0PV,motivation,control,8,6,anger bloody mess
id-fjoxq-2998-8,A18W4LA9HEQ0W6,motivation,control,8,8,pain and fear of being attacked or being near someone being mr=ur
id-fjoxq-2998-8,A1HK7CR71C8BCA,motivation,control,8,7,oh my gosh... so much blood
id-fjoxq-2998-8,A3NAHN61XJ3ZAT,motivation,control,8,9,There is so much blood.  I am horrified and disgusted.  What happened?
id-uwffo-13-5,A9IPAROGKKDY9,motivation,control,8,5,He looks really angry.  I don't think the blood is his
id-bbyjt-2996-1,A2R76CKAHFJ6JM,motivation,target,8,8,This person needs help bad and looks to be in accident
id-bbyjt-2996-1,A3LOBI8KGKM59C,motivation,target,8,4,He's up and walking. Thats a great sign!
